"start_station_name","end_station_name","total_trips_2014","avg_duration.x","total_trips_2015","avg_duration.y","trip_change","percent_change"
"San Francisco Caltrain (Townsend at 4th)","Powell at Post (Union Square)",3,788,1,603,-2,-66.6666666666667
"San Francisco Caltrain (Townsend at 4th)","Powell Street BART",9,568.666666666667,15,553.266666666667,6,66.6666666666667
"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain (Townsend at 4th)",11,4426.81818181818,4,13344.25,-7,-63.6363636363636
"San Francisco Caltrain (Townsend at 4th)","San Francisco Caltrain 2 (330 Townsend)",2,1396.5,2,22029.5,0,0
"San Francisco Caltrain (Townsend at 4th)","San Francisco City Hall",3,690.333333333333,NA,NA,NA,NA
"San Francisco Caltrain (Townsend at 4th)","South Van Ness at Market",8,884.375,4,850.25,-4,-50
"San Francisco Caltrain (Townsend at 4th)","Spear at Folsom",20,583.3,16,584.4375,-4,-20
"San Francisco Caltrain (Townsend at 4th)","Steuart at Market",36,847.055555555556,18,650.722222222222,-18,-50
"San Francisco Caltrain (Townsend at 4th)","Temporary Transbay Terminal (Howard at Beale)",42,645.857142857143,26,692.538461538462,-16,-38.0952380952381
"San Francisco Caltrain (Townsend at 4th)","Townsend at 7th",30,318.033333333333,26,288.653846153846,-4,-13.3333333333333
"San Francisco Caltrain (Townsend at 4th)","Washington at Kearny",5,760.6,10,940,5,100
"San Francisco Caltrain (Townsend at 4th)","Yerba Buena Center of the Arts (3rd @ Howard)",2,369,17,445,15,750
"San Francisco Caltrain 2 (330 Townsend)","2nd at Folsom",6,468.666666666667,8,426.875,2,33.3333333333333
"San Francisco Caltrain 2 (330 Townsend)","2nd at South Park",8,315.75,4,73.75,-4,-50
"San Francisco Caltrain 2 (330 Townsend)","2nd at Townsend",8,286.375,7,245.714285714286,-1,-12.5
"San Francisco Caltrain 2 (330 Townsend)","5th at Howard",36,670.444444444444,40,403.775,4,11.1111111111111
"San Francisco Caltrain 2 (330 Townsend)","Beale at Market",3,887.666666666667,7,672.857142857143,4,133.333333333333
"San Francisco Caltrain 2 (330 Townsend)","Broadway St at Battery St",NA,NA,9,875.777777777778,NA,NA
"San Francisco Caltrain 2 (330 Townsend)","Civic Center BART (7th at Market)",10,653.3,12,672.416666666667,2,20
"San Francisco Caltrain 2 (330 Townsend)","Clay at Battery",NA,NA,2,992.5,NA,NA
"San Francisco Caltrain 2 (330 Townsend)","Commercial at Montgomery",NA,NA,4,836.25,NA,NA
"San Francisco Caltrain 2 (330 Townsend)","Davis at Jackson",6,4522,13,835,7,116.666666666667
"San Francisco Caltrain 2 (330 Townsend)","Embarcadero at Bryant",1,513,8,771.5,7,700
"San Francisco Caltrain 2 (330 Townsend)","Embarcadero at Folsom",12,673.166666666667,29,599.827586206897,17,141.666666666667
"San Francisco Caltrain 2 (330 Townsend)","Embarcadero at Sansome",1,1080,12,8010.08333333333,11,1100
"San Francisco Caltrain 2 (330 Townsend)","Embarcadero at Vallejo",1,861,8,865.375,7,700
"San Francisco Caltrain 2 (330 Townsend)","Golden Gate at Polk",12,803,12,828.416666666667,0,0
"San Francisco Caltrain 2 (330 Townsend)","Grant Avenue at Columbus Avenue",4,937.25,1,5022,-3,-75
"San Francisco Caltrain 2 (330 Townsend)","Harry Bridges Plaza (Ferry Building)",16,794.6875,30,3079.23333333333,14,87.5
"San Francisco Caltrain 2 (330 Townsend)","Howard at 2nd",5,438,16,468.0625,11,220
"San Francisco Caltrain 2 (330 Townsend)","Market at 10th",23,4632.78260869565,28,2248.71428571429,5,21.7391304347826
"San Francisco Caltrain 2 (330 Townsend)","Market at 4th",5,667.2,11,553.727272727273,6,120
"San Francisco Caltrain 2 (330 Townsend)","Market at Sansome",13,1179.92307692308,21,624.619047619048,8,61.5384615384615
"San Francisco Caltrain 2 (330 Townsend)","Mechanics Plaza (Market at Battery)",NA,NA,18,869.666666666667,NA,NA
"San Francisco Caltrain 2 (330 Townsend)","Post at Kearny",2,641,10,752.2,8,400
"San Francisco Caltrain 2 (330 Townsend)","Powell at Post (Union Square)",1,925,6,993.666666666667,5,500
"San Francisco Caltrain 2 (330 Townsend)","Powell Street BART",41,543.390243902439,39,550.820512820513,-2,-4.8780487804878
"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain (Townsend at 4th)",3,501,1,1247,-2,-66.6666666666667
"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain 2 (330 Townsend)",7,4755.14285714286,3,3399,-4,-57.1428571428571
"San Francisco Caltrain 2 (330 Townsend)","San Francisco City Hall",NA,NA,3,713.666666666667,NA,NA
"San Francisco Caltrain 2 (330 Townsend)","South Van Ness at Market",9,903.888888888889,4,833.75,-5,-55.5555555555556
"San Francisco Caltrain 2 (330 Townsend)","Spear at Folsom",3,656.333333333333,12,605.666666666667,9,300
"San Francisco Caltrain 2 (330 Townsend)","Steuart at Market",18,782.444444444444,26,781.269230769231,8,44.4444444444444
"San Francisco Caltrain 2 (330 Townsend)","Temporary Transbay Terminal (Howard at Beale)",9,716.777777777778,24,657.541666666667,15,166.666666666667
"San Francisco Caltrain 2 (330 Townsend)","Townsend at 7th",42,235.02380952381,46,248.739130434783,4,9.52380952380952
"San Francisco Caltrain 2 (330 Townsend)","Washington at Kearny",5,941.8,5,1010.4,0,0
"San Francisco Caltrain 2 (330 Townsend)","Yerba Buena Center of the Arts (3rd @ Howard)",2,413,10,371.9,8,400
"San Francisco City Hall","2nd at South Park",5,1397.6,NA,NA,NA,NA
"San Francisco City Hall","2nd at Townsend",NA,NA,1,946,NA,NA
"San Francisco City Hall","Beale at Market",1,755,NA,NA,NA,NA
"San Francisco City Hall","Civic Center BART (7th at Market)",7,800.571428571429,NA,NA,NA,NA
"San Francisco City Hall","Commercial at Montgomery",1,608,3,1334.33333333333,2,200
"San Francisco City Hall","Embarcadero at Sansome",2,1647.5,NA,NA,NA,NA
"San Francisco City Hall","Harry Bridges Plaza (Ferry Building)",4,1615.75,NA,NA,NA,NA
"San Francisco City Hall","Howard at 2nd",1,691,NA,NA,NA,NA
"San Francisco City Hall","Market at 10th",1,155,5,2939,4,400
"San Francisco City Hall","Market at 4th",2,499.5,5,844.2,3,150
"San Francisco City Hall","Market at Sansome",NA,NA,3,2160,NA,NA
"San Francisco City Hall","Mechanics Plaza (Market at Battery)",1,483,1,595,0,0
"San Francisco City Hall","Post at Kearny",1,630,1,772,0,0
"San Francisco City Hall","Powell Street BART",7,370.428571428571,4,751.25,-3,-42.8571428571429
"San Francisco City Hall","San Francisco Caltrain (Townsend at 4th)",4,555.5,1,474,-3,-75
"San Francisco City Hall","San Francisco Caltrain 2 (330 Townsend)",1,1084,6,550.833333333333,5,500
"San Francisco City Hall","San Francisco City Hall",10,2883.4,2,6632,-8,-80
"San Francisco City Hall","South Van Ness at Market",4,306,1,310,-3,-75
"San Francisco City Hall","Steuart at Market",3,803,NA,NA,NA,NA
"San Francisco City Hall","Temporary Transbay Terminal (Howard at Beale)",1,716,NA,NA,NA,NA
"San Francisco City Hall","Townsend at 7th",NA,NA,3,707,NA,NA
"San Jose City Hall","Adobe on Almaden",NA,NA,1,697,NA,NA
"San Jose City Hall","Arena Green / SAP Center",NA,NA,1,674,NA,NA
"San Jose City Hall","Japantown",1,632,2,649.5,1,100
"San Jose City Hall","Ryland Park",2,55715,1,365,-1,-50
"San Jose City Hall","San Jose Diridon Caltrain Station",12,623,4,552.75,-8,-66.6666666666667
"San Jose City Hall","San Pedro Square",3,392.333333333333,NA,NA,NA,NA
"San Jose City Hall","San Salvador at 1st",8,296.375,1,515,-7,-87.5
"San Jose City Hall","SJSU - San Salvador at 9th",NA,NA,7,448.714285714286,NA,NA
"San Jose Civic Center","Adobe on Almaden",NA,NA,1,205,NA,NA
"San Jose Civic Center","Arena Green / SAP Center",NA,NA,1,530,NA,NA
"San Jose Civic Center","MLK Library",NA,NA,1,2650,NA,NA
"San Jose Civic Center","Paseo de San Antonio",NA,NA,2,247.5,NA,NA
"San Jose Civic Center","San Jose City Hall",1,306,NA,NA,NA,NA
"San Jose Civic Center","San Jose Civic Center",3,9410,8,4851.75,5,166.666666666667
"San Jose Civic Center","San Jose Diridon Caltrain Station",7,11055.7142857143,8,585.75,1,14.2857142857143
"San Jose Civic Center","San Pedro Square",2,1039.5,1,1727,-1,-50
"San Jose Civic Center","St James Park",1,1345,2,496,1,100
"San Jose Diridon Caltrain Station","Adobe on Almaden",6,243.5,4,272.75,-2,-33.3333333333333
"San Jose Diridon Caltrain Station","Arena Green / SAP Center",NA,NA,1,1815,NA,NA
"San Jose Diridon Caltrain Station","Japantown",7,847.285714285714,10,850.1,3,42.8571428571429
"San Jose Diridon Caltrain Station","MLK Library",12,539.666666666667,7,518.571428571429,-5,-41.6666666666667
"San Jose Diridon Caltrain Station","Paseo de San Antonio",13,455.769230769231,10,480.3,-3,-23.0769230769231
"San Jose Diridon Caltrain Station","Ryland Park",14,612.857142857143,8,680.875,-6,-42.8571428571429
"San Jose Diridon Caltrain Station","San Jose City Hall",3,718.333333333333,5,752.6,2,66.6666666666667
"San Jose Diridon Caltrain Station","San Jose Civic Center",4,469.25,9,448.111111111111,5,125
"San Jose Diridon Caltrain Station","San Pedro Square",17,419.705882352941,18,378.055555555556,1,5.88235294117647
"San Jose Diridon Caltrain Station","San Salvador at 1st",3,712.666666666667,1,732,-2,-66.6666666666667
"San Jose Diridon Caltrain Station","Santa Clara at Almaden",16,274.375,23,270.391304347826,7,43.75
"San Jose Diridon Caltrain Station","SJSU - San Salvador at 9th",14,677.071428571429,2,739.5,-12,-85.7142857142857
"San Jose Diridon Caltrain Station","St James Park",7,468.428571428571,4,499.5,-3,-42.8571428571429
"San Mateo County Center","Broadway at Main",3,653.666666666667,NA,NA,NA,NA
"San Mateo County Center","Mezes Park",NA,NA,2,6947,NA,NA
"San Mateo County Center","Redwood City Caltrain Station",1,217,1,248,0,0
"San Mateo County Center","Redwood City Public Library",NA,NA,1,334,NA,NA
"San Mateo County Center","San Mateo County Center",1,1562,1,1255,0,0
"San Pedro Square","Arena Green / SAP Center",NA,NA,2,203,NA,NA
"San Pedro Square","Japantown",1,693,2,507,1,100
"San Pedro Square","MLK Library",2,319.5,1,503,-1,-50
"San Pedro Square","Paseo de San Antonio",NA,NA,2,1079,NA,NA
"San Pedro Square","Ryland Park",3,584.666666666667,NA,NA,NA,NA
"San Pedro Square","San Jose City Hall",2,279.5,2,880,0,0
"San Pedro Square","San Jose Civic Center",1,753,NA,NA,NA,NA
"San Pedro Square","San Jose Diridon Caltrain Station",15,438.6,14,432,-1,-6.66666666666667
"San Pedro Square","San Pedro Square",1,1759,NA,NA,NA,NA
"San Pedro Square","Santa Clara at Almaden",2,451.5,NA,NA,NA,NA
"San Pedro Square","Santa Clara County Civic Center",NA,NA,2,669,NA,NA
"San Pedro Square","SJSU - San Salvador at 9th",NA,NA,1,612,NA,NA
"San Pedro Square","St James Park",1,375,1,303,0,0
"San Salvador at 1st","Arena Green / SAP Center",NA,NA,1,624,NA,NA
"San Salvador at 1st","Japantown",NA,NA,2,572,NA,NA
"San Salvador at 1st","MLK Library",7,282.142857142857,NA,NA,NA,NA
"San Salvador at 1st","Paseo de San Antonio",1,265,1,343,0,0
"San Salvador at 1st","San Jose City Hall",1,278,NA,NA,NA,NA
"San Salvador at 1st","San Jose Civic Center",3,1126,1,804,-2,-66.6666666666667
"San Salvador at 1st","San Jose Diridon Caltrain Station",4,552,NA,NA,NA,NA
"San Salvador at 1st","San Pedro Square",2,476,1,397,-1,-50
"San Salvador at 1st","San Salvador at 1st",1,1030,NA,NA,NA,NA
"San Salvador at 1st","Santa Clara at Almaden",2,463,1,1800,-1,-50
"San Salvador at 1st","SJSU - San Salvador at 9th",1,304,NA,NA,NA,NA
"San Salvador at 1st","St James Park",1,285,1,906,0,0
"Santa Clara at Almaden","Arena Green / SAP Center",5,186,NA,NA,NA,NA
"Santa Clara at Almaden","MLK Library",1,387,NA,NA,NA,NA
"Santa Clara at Almaden","Paseo de San Antonio",1,4751,NA,NA,NA,NA
"Santa Clara at Almaden","San Jose Civic Center",1,1308,NA,NA,NA,NA
"Santa Clara at Almaden","San Jose Diridon Caltrain Station",21,360.380952380952,21,267.333333333333,0,0
"Santa Clara at Almaden","San Pedro Square",NA,NA,1,585,NA,NA
"Santa Clara at Almaden","Santa Clara at Almaden",2,1026,1,876,-1,-50
"Santa Clara at Almaden","SJSU - San Salvador at 9th",2,850,NA,NA,NA,NA
"Santa Clara at Almaden","SJSU 4th at San Carlos",NA,NA,3,419.333333333333,NA,NA
"Santa Clara County Civic Center","Arena Green / SAP Center",3,1173.66666666667,NA,NA,NA,NA
"Santa Clara County Civic Center","Japantown",5,661.2,NA,NA,NA,NA
"Santa Clara County Civic Center","Ryland Park",6,710.166666666667,3,694,-3,-50
"Santa Clara County Civic Center","San Jose Diridon Caltrain Station",1,879,NA,NA,NA,NA
"Santa Clara County Civic Center","San Pedro Square",1,1024,6,737,5,500
"SJSU - San Salvador at 9th","Adobe on Almaden",3,611.333333333333,NA,NA,NA,NA
"SJSU - San Salvador at 9th","Japantown",NA,NA,1,1414,NA,NA
"SJSU - San Salvador at 9th","Paseo de San Antonio",2,350,9,341.555555555556,7,350
"SJSU - San Salvador at 9th","San Jose City Hall",1,1468,5,446.6,4,400
"SJSU - San Salvador at 9th","San Jose Diridon Caltrain Station",15,762.933333333333,5,750.2,-10,-66.6666666666667
"SJSU - San Salvador at 9th","SJSU - San Salvador at 9th",NA,NA,2,410.5,NA,NA
"SJSU - San Salvador at 9th","SJSU 4th at San Carlos",4,227.5,1,199,-3,-75
"SJSU - San Salvador at 9th","St James Park",2,642.5,NA,NA,NA,NA
"SJSU 4th at San Carlos","Arena Green / SAP Center",1,441,NA,NA,NA,NA
"SJSU 4th at San Carlos","MLK Library",NA,NA,1,547,NA,NA
"SJSU 4th at San Carlos","Paseo de San Antonio",NA,NA,1,408,NA,NA
"SJSU 4th at San Carlos","Ryland Park",1,569,NA,NA,NA,NA
"SJSU 4th at San Carlos","San Jose Civic Center",NA,NA,2,836.5,NA,NA
"SJSU 4th at San Carlos","San Jose Diridon Caltrain Station",3,599.333333333333,1,657,-2,-66.6666666666667
"SJSU 4th at San Carlos","San Salvador at 1st",NA,NA,2,784.5,NA,NA
"SJSU 4th at San Carlos","Santa Clara at Almaden",NA,NA,2,374.5,NA,NA
"SJSU 4th at San Carlos","SJSU - San Salvador at 9th",3,193.666666666667,NA,NA,NA,NA
"SJSU 4th at San Carlos","SJSU 4th at San Carlos",3,1852.33333333333,2,3669.5,-1,-33.3333333333333
"South Van Ness at Market","2nd at Folsom",NA,NA,2,895,NA,NA
"South Van Ness at Market","2nd at South Park",4,1172.25,2,639,-2,-50
"South Van Ness at Market","2nd at Townsend",1,1469,NA,NA,NA,NA
"South Van Ness at Market","5th at Howard",1,531,1,456,0,0
"South Van Ness at Market","Beale at Market",NA,NA,2,833,NA,NA
"South Van Ness at Market","Civic Center BART (7th at Market)",17,314.647058823529,10,316.6,-7,-41.1764705882353
"South Van Ness at Market","Commercial at Montgomery",NA,NA,2,737.5,NA,NA
"South Van Ness at Market","Davis at Jackson",1,759,NA,NA,NA,NA
"South Van Ness at Market","Embarcadero at Folsom",2,1052.5,1,852,-1,-50
"South Van Ness at Market","Embarcadero at Sansome",1,1170,2,843.5,1,100
"South Van Ness at Market","Golden Gate at Polk",5,662.6,NA,NA,NA,NA
"South Van Ness at Market","Grant Avenue at Columbus Avenue",NA,NA,3,1292,NA,NA
"South Van Ness at Market","Harry Bridges Plaza (Ferry Building)",5,2263,3,857.333333333333,-2,-40
"South Van Ness at Market","Howard at 2nd",1,707,3,988.666666666667,2,200
"South Van Ness at Market","Market at 10th",NA,NA,4,652.5,NA,NA
"South Van Ness at Market","Market at 4th",9,1673.88888888889,5,3554.2,-4,-44.4444444444444
"South Van Ness at Market","Market at Sansome",19,601.263157894737,13,619.538461538462,-6,-31.578947368421
"South Van Ness at Market","Mechanics Plaza (Market at Battery)",2,726.5,5,829.2,3,150
"South Van Ness at Market","Post at Kearny",4,666.5,2,970,-2,-50
"South Van Ness at Market","Powell at Post (Union Square)",NA,NA,3,748.666666666667,NA,NA
"South Van Ness at Market","Powell Street BART",14,391.214285714286,9,427.222222222222,-5,-35.7142857142857
"South Van Ness at Market","San Francisco Caltrain (Townsend at 4th)",15,697.533333333333,2,725,-13,-86.6666666666667
"South Van Ness at Market","San Francisco Caltrain 2 (330 Townsend)",7,743.571428571429,18,699.611111111111,11,157.142857142857
"South Van Ness at Market","San Francisco City Hall",2,213.5,NA,NA,NA,NA
"South Van Ness at Market","South Van Ness at Market",5,7550.2,3,1516.66666666667,-2,-40
"South Van Ness at Market","Spear at Folsom",1,876,NA,NA,NA,NA
"South Van Ness at Market","Steuart at Market",1,712,1,938,0,0
"South Van Ness at Market","Temporary Transbay Terminal (Howard at Beale)",6,824.333333333333,5,854,-1,-16.6666666666667
"South Van Ness at Market","Townsend at 7th",4,481.5,11,695.272727272727,7,175
"South Van Ness at Market","Washington at Kearny",NA,NA,2,832,NA,NA
"Spear at Folsom","2nd at Folsom",3,353.666666666667,3,276.666666666667,0,0
"Spear at Folsom","2nd at South Park",4,469.25,NA,NA,NA,NA
"Spear at Folsom","2nd at Townsend",9,373.555555555556,2,885.5,-7,-77.7777777777778
"Spear at Folsom","5th at Howard",4,691.75,1,484,-3,-75
"Spear at Folsom","Beale at Market",4,273.25,2,752,-2,-50
"Spear at Folsom","Broadway St at Battery St",2,589,NA,NA,NA,NA
"Spear at Folsom","Civic Center BART (7th at Market)",NA,NA,1,812,NA,NA
"Spear at Folsom","Clay at Battery",6,519.833333333333,2,507.5,-4,-66.6666666666667
"Spear at Folsom","Commercial at Montgomery",5,473.2,4,615.5,-1,-20
"Spear at Folsom","Davis at Jackson",3,470.666666666667,3,499.666666666667,0,0
"Spear at Folsom","Embarcadero at Bryant",6,354,1,107,-5,-83.3333333333333
"Spear at Folsom","Embarcadero at Folsom",1,2659,2,712.5,1,100
"Spear at Folsom","Embarcadero at Sansome",4,625.5,8,865.125,4,100
"Spear at Folsom","Embarcadero at Vallejo",NA,NA,4,420.5,NA,NA
"Spear at Folsom","Golden Gate at Polk",NA,NA,6,1012.33333333333,NA,NA
"Spear at Folsom","Grant Avenue at Columbus Avenue",1,583,1,805,0,0
"Spear at Folsom","Harry Bridges Plaza (Ferry Building)",5,1783,7,227.857142857143,2,40
"Spear at Folsom","Howard at 2nd",3,342,2,470.5,-1,-33.3333333333333
"Spear at Folsom","Market at 10th",1,939,3,1094,2,200
"Spear at Folsom","Market at 4th",3,639,5,503.2,2,66.6666666666667
"Spear at Folsom","Market at Sansome",1,484,NA,NA,NA,NA
"Spear at Folsom","Mechanics Plaza (Market at Battery)",4,678.25,5,455.8,1,25
"Spear at Folsom","Post at Kearny",1,433,1,683,0,0
"Spear at Folsom","Powell at Post (Union Square)",1,1555,NA,NA,NA,NA
"Spear at Folsom","Powell Street BART",1,630,NA,NA,NA,NA
"Spear at Folsom","San Francisco Caltrain (Townsend at 4th)",20,549,29,570.51724137931,9,45
"Spear at Folsom","San Francisco Caltrain 2 (330 Townsend)",16,1608.875,14,583.714285714286,-2,-12.5
"Spear at Folsom","San Francisco City Hall",NA,NA,1,1407,NA,NA
"Spear at Folsom","Spear at Folsom",1,75,2,333,1,100
"Spear at Folsom","Steuart at Market",5,238,7,211.428571428571,2,40
"Spear at Folsom","Temporary Transbay Terminal (Howard at Beale)",1,217,2,319,1,100
"Spear at Folsom","Townsend at 7th",12,845.25,14,771.357142857143,2,16.6666666666667
"Spear at Folsom","Washington at Kearny",NA,NA,1,517,NA,NA
"Spear at Folsom","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,2,354.5,NA,NA
"St James Park","Arena Green / SAP Center",4,370.75,NA,NA,NA,NA
"St James Park","Japantown",1,291,6,516.833333333333,5,500
"St James Park","MLK Library",1,209,NA,NA,NA,NA
"St James Park","Paseo de San Antonio",4,303.25,NA,NA,NA,NA
"St James Park","San Jose Diridon Caltrain Station",9,428,5,472.6,-4,-44.4444444444444
"St James Park","San Pedro Square",3,656.666666666667,2,307,-1,-33.3333333333333
"St James Park","San Salvador at 1st",1,280,2,477.5,1,100
"St James Park","Santa Clara at Almaden",NA,NA,1,1691,NA,NA
"St James Park","Santa Clara County Civic Center",NA,NA,1,529,NA,NA
"St James Park","SJSU - San Salvador at 9th",3,728.333333333333,NA,NA,NA,NA
"St James Park","SJSU 4th at San Carlos",1,324,1,808,0,0
"St James Park","St James Park",1,5759,1,1781,0,0
"Stanford in Redwood City","Franklin at Maple",NA,NA,1,6388,NA,NA
"Stanford in Redwood City","Redwood City Caltrain Station",NA,NA,9,832.222222222222,NA,NA
"Stanford in Redwood City","Stanford in Redwood City",NA,NA,2,465,NA,NA
"Steuart at Market","2nd at Folsom",1,442,2,626,1,100
"Steuart at Market","2nd at South Park",8,831.625,4,449.25,-4,-50
"Steuart at Market","2nd at Townsend",27,502.296296296296,47,616.914893617021,20,74.0740740740741
"Steuart at Market","5th at Howard",2,760.5,3,701,1,50
"Steuart at Market","Broadway St at Battery St",5,619.6,9,344.111111111111,4,80
"Steuart at Market","Civic Center BART (7th at Market)",6,844.666666666667,1,575,-5,-83.3333333333333
"Steuart at Market","Clay at Battery",3,245.666666666667,NA,NA,NA,NA
"Steuart at Market","Commercial at Montgomery",NA,NA,1,294,NA,NA
"Steuart at Market","Davis at Jackson",3,296,2,2998.5,-1,-33.3333333333333
"Steuart at Market","Embarcadero at Bryant",10,425,13,354.769230769231,3,30
"Steuart at Market","Embarcadero at Folsom",9,136.555555555556,7,185.285714285714,-2,-22.2222222222222
"Steuart at Market","Embarcadero at Sansome",34,668.852941176471,39,919.153846153846,5,14.7058823529412
"Steuart at Market","Embarcadero at Vallejo",14,391.357142857143,29,926.413793103448,15,107.142857142857
"Steuart at Market","Golden Gate at Polk",2,838.5,5,923.2,3,150
"Steuart at Market","Grant Avenue at Columbus Avenue",2,513.5,1,1199,-1,-50
"Steuart at Market","Harry Bridges Plaza (Ferry Building)",6,812.833333333333,2,2182,-4,-66.6666666666667
"Steuart at Market","Howard at 2nd",5,363.8,9,306.666666666667,4,80
"Steuart at Market","Market at 10th",1,836,1,760,0,0
"Steuart at Market","Market at 4th",7,578.428571428571,4,534.75,-3,-42.8571428571429
"Steuart at Market","Market at Sansome",2,383.5,1,429,-1,-50
"Steuart at Market","Mechanics Plaza (Market at Battery)",8,385.5,1,251,-7,-87.5
"Steuart at Market","Post at Kearny",2,810,5,513,3,150
"Steuart at Market","Powell at Post (Union Square)",2,835.5,4,1047,2,100
"Steuart at Market","Powell Street BART",1,651,1,538,0,0
"Steuart at Market","San Francisco Caltrain (Townsend at 4th)",40,753.625,30,740.166666666667,-10,-25
"Steuart at Market","San Francisco Caltrain 2 (330 Townsend)",30,695.466666666667,24,668.833333333333,-6,-20
"Steuart at Market","South Van Ness at Market",3,3284.66666666667,1,983,-2,-66.6666666666667
"Steuart at Market","Spear at Folsom",4,231.75,8,243.25,4,100
"Steuart at Market","Steuart at Market",9,2454.66666666667,9,13767.2222222222,0,0
"Steuart at Market","Temporary Transbay Terminal (Howard at Beale)",NA,NA,4,245,NA,NA
"Steuart at Market","Townsend at 7th",7,978.857142857143,20,901.8,13,185.714285714286
"Steuart at Market","Yerba Buena Center of the Arts (3rd @ Howard)",1,610,9,555.888888888889,8,800
"Temporary Transbay Terminal (Howard at Beale)","2nd at Folsom",2,288.5,2,226,0,0
"Temporary Transbay Terminal (Howard at Beale)","2nd at South Park",10,475,8,199,-2,-20
"Temporary Transbay Terminal (Howard at Beale)","2nd at Townsend",23,419,14,435.714285714286,-9,-39.1304347826087
"Temporary Transbay Terminal (Howard at Beale)","5th at Howard",15,426,8,336.75,-7,-46.6666666666667
"Temporary Transbay Terminal (Howard at Beale)","Beale at Market",2,184,2,198,0,0
"Temporary Transbay Terminal (Howard at Beale)","Broadway St at Battery St",24,585.125,13,931,-11,-45.8333333333333
"Temporary Transbay Terminal (Howard at Beale)","Civic Center BART (7th at Market)",6,671.166666666667,7,610.857142857143,1,16.6666666666667
"Temporary Transbay Terminal (Howard at Beale)","Clay at Battery",7,280,10,261.2,3,42.8571428571429
"Temporary Transbay Terminal (Howard at Beale)","Commercial at Montgomery",11,430.909090909091,14,308.714285714286,3,27.2727272727273
"Temporary Transbay Terminal (Howard at Beale)","Davis at Jackson",NA,NA,4,411.5,NA,NA
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Bryant",2,237.5,5,310.4,3,150
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Folsom",NA,NA,1,213,NA,NA
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Sansome",5,693.8,10,592.1,5,100
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Vallejo",3,381,9,473.555555555556,6,200
"Temporary Transbay Terminal (Howard at Beale)","Golden Gate at Polk",7,811.142857142857,8,853.125,1,14.2857142857143
"Temporary Transbay Terminal (Howard at Beale)","Grant Avenue at Columbus Avenue",4,815,1,530,-3,-75
"Temporary Transbay Terminal (Howard at Beale)","Harry Bridges Plaza (Ferry Building)",4,454.75,1,206,-3,-75
"Temporary Transbay Terminal (Howard at Beale)","Howard at 2nd",11,176.545454545455,2,176.5,-9,-81.8181818181818
"Temporary Transbay Terminal (Howard at Beale)","Market at 10th",6,885.333333333333,6,828.5,0,0
"Temporary Transbay Terminal (Howard at Beale)","Market at 4th",19,1101.84210526316,18,535.055555555556,-1,-5.26315789473684
"Temporary Transbay Terminal (Howard at Beale)","Market at Sansome",2,308.5,2,237,0,0
"Temporary Transbay Terminal (Howard at Beale)","Mechanics Plaza (Market at Battery)",1,243,1,413,0,0
"Temporary Transbay Terminal (Howard at Beale)","Post at Kearny",5,472.2,NA,NA,NA,NA
"Temporary Transbay Terminal (Howard at Beale)","Powell at Post (Union Square)",2,11921,NA,NA,NA,NA
"Temporary Transbay Terminal (Howard at Beale)","Powell Street BART",10,581.9,1,444,-9,-90
"Temporary Transbay Terminal (Howard at Beale)","San Francisco Caltrain (Townsend at 4th)",36,687.027777777778,48,637.479166666667,12,33.3333333333333
"Temporary Transbay Terminal (Howard at Beale)","San Francisco Caltrain 2 (330 Townsend)",18,599.166666666667,18,599.722222222222,0,0
"Temporary Transbay Terminal (Howard at Beale)","South Van Ness at Market",4,989,7,2086.57142857143,3,75
"Temporary Transbay Terminal (Howard at Beale)","Spear at Folsom",3,433.666666666667,2,879,-1,-33.3333333333333
"Temporary Transbay Terminal (Howard at Beale)","Steuart at Market",2,236,9,249.777777777778,7,350
"Temporary Transbay Terminal (Howard at Beale)","Temporary Transbay Terminal (Howard at Beale)",1,62,2,367,1,100
"Temporary Transbay Terminal (Howard at Beale)","Townsend at 7th",23,770.217391304348,18,844,-5,-21.7391304347826
"Temporary Transbay Terminal (Howard at Beale)","Washington at Kearny",6,564.666666666667,1,719,-5,-83.3333333333333
"Temporary Transbay Terminal (Howard at Beale)","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,3,332.333333333333,NA,NA
"Townsend at 7th","2nd at Folsom",NA,NA,13,638,NA,NA
"Townsend at 7th","2nd at South Park",3,633.666666666667,2,213,-1,-33.3333333333333
"Townsend at 7th","2nd at Townsend",4,378,18,479.055555555556,14,350
"Townsend at 7th","5th at Howard",5,554.2,4,470,-1,-20
"Townsend at 7th","Beale at Market",1,1365,NA,NA,NA,NA
"Townsend at 7th","Broadway St at Battery St",2,1216,NA,NA,NA,NA
"Townsend at 7th","Civic Center BART (7th at Market)",19,575.21052631579,33,504.909090909091,14,73.6842105263158
"Townsend at 7th","Commercial at Montgomery",NA,NA,1,1258,NA,NA
